id,section,word,meaning,example,exampleJa,category,note
160,2,X builds on Y,XはYを土台にする,The frame “X builds on Y” is common in expository and academic prose.,「X builds on Y（XはYを土台にする）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
161,2,X calls for Y,XはYを必要とする／要求する,The frame “X calls for Y” is common in expository and academic prose.,「X calls for Y（XはYを必要とする／要求する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
162,2,X carries out Y,XはYを実行する,The frame “X carries out Y” is common in expository and academic prose.,「X carries out Y（XはYを実行する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
163,2,X comes from Y,XはYに由来する,The frame “X comes from Y” is common in expository and academic prose.,「X comes from Y（XはYに由来する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
164,2,X consists of Y,XはYから成る,The frame “X consists of Y” is common in expository and academic prose.,「X consists of Y（XはYから成る）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
165,2,X contributes to Y,XはYに寄与する／一因となる,The frame “X contributes to Y” is common in expository and academic prose.,「X contributes to Y（XはYに寄与する／一因となる）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
166,2,X copes with Y,XはYに対処する,The frame “X copes with Y” is common in expository and academic prose.,「X copes with Y（XはYに対処する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
167,2,X corresponds to Y,XはYに対応する,The frame “X corresponds to Y” is common in expository and academic prose.,「X corresponds to Y（XはYに対応する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
168,2,X deals with Y,XはYを扱う,The frame “X deals with Y” is common in expository and academic prose.,「X deals with Y（XはYを扱う）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
169,2,X depends on Y,XはYに依存する,The frame “X depends on Y” is common in expository and academic prose.,「X depends on Y（XはYに依存する）」は説明文・学術文でよく使われる。,Verb chunks,動詞＋前置詞・補語を一つの単位として読む。
